Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Hoceini, A., Klouche Khelil, N., Ben-Yelles, I., Mesli, A., Ziouani, S., Ghellai, L., Aissaoui, N., Nas, F., Arab, M.","56323605200; 57191626731; 57191631547; 57191632400; 57191627978; 56323199900; 56584043100; 56323369000; 57191629159","Caries-related factors and bacterial composition of supragingival plaques in caries free and caries active Algerian adults",2016,"Asian Pacific Journal of Tropical Biomedicine",6,"8",,720,726,,4,10.1016/j.apjtb.2016.06.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84992208887&partnerID=40&md5=6ec3f2a999c70360eb2e692c4321606f",Article,Final,Open Access,Scopus,2-s2.0-84992208887
"Chandrapooja, J., Gayathri, R., Vishnupriya, V.","57190981775; 57189326550; 35730545100","Oral health during pregnancy-a systematic review",2016,"Journal of Pharmaceutical Sciences and Research",8,"8",,841,843,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984940583&partnerID=40&md5=0ffc1f531281e9a50a83cbcb5f3d231b",Review,Final,,Scopus,2-s2.0-84984940583
"Popple, B., Wall, C., Flink, L., Powell, K., Discepolo, K., Keck, D., Mademtzi, M., Volkmar, F., Shic, F.","57188930201; 56145448100; 57188622311; 57077873300; 54879433700; 57188934317; 55579338400; 7005256700; 6507802882","Brief Report: Remotely Delivered Video Modeling for Improving Oral Hygiene in Children with ASD: A Pilot Study",2016,"Journal of Autism and Developmental Disorders",46,"8",,2791,2796,,7,10.1007/s10803-016-2795-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964294683&partnerID=40&md5=4091d235c48ebc66b450a88ec8fb90b2",Article,Final,,Scopus,2-s2.0-84964294683
"Awasthi, E., Sanjay, K., Bhonghade, M.L., Shrivastav, S.","57190496497; 57190494940; 57190498042; 55658253700","Alveolar bone housing- A modified wilkodontics approach- A case report",2016,"Journal of Clinical and Diagnostic Research",10,"8",,ZD12,ZD15,,1,10.7860/JCDR/2016/18898.8233,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84980390699&partnerID=40&md5=120f9916f30bd4c1b685f0b2171212a4",Article,Final,Open Access,Scopus,2-s2.0-84980390699
"Scheerman, J.F., van Loveren, C., van Meijel, B., Dusseldorp, E., Wartewig, E., Verrips, G.H., Ket, J.C., van Empelen, P.","56602900500; 55830223400; 6603035027; 6603189102; 57156539600; 7003384147; 16679303700; 6506301998","Psychosocial correlates of oral hygiene behaviour in people aged 9 to 19 - a systematic review with meta-analysis",2016,"Community dentistry and oral epidemiology",44,"4",,331,341,,23,10.1111/cdoe.12224,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84990209267&partnerID=40&md5=d37646f1bb666338dfc6e63381ada53c",Article,Final,Open Access,Scopus,2-s2.0-84990209267
"Jain, S., Bhat, N., Asawa, K., Tak, M., Singh, A., Shinde, K., Gandhi, N., Doshi, A.","24786955900; 55817305400; 35791078700; 54581653600; 56651348900; 56902411000; 56902324100; 57191052766","Effect of training school teachers on oral hygiene status of 8-10 years old government school children of Udaipur city, India",2016,"Journal of Clinical and Diagnostic Research",10,"8",,ZC95,ZC99,,2,10.7860/JCDR/2016/18576.8330,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84986213651&partnerID=40&md5=b9a2ba42a8223807c89af3c658a0fa2c",Article,Final,Open Access,Scopus,2-s2.0-84986213651
"Kothari, M., Spin-Neto, R., Nielsen, J.F.","49663397800; 25227057900; 7404066238","Comprehensive oral-health assessment of individuals with acquired brain-injury in neuro-rehabilitation setting",2016,"Brain Injury",30,"9",,1103,1108,,5,10.3109/02699052.2016.1167244,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976291693&partnerID=40&md5=682c14750e94faefbe38f04f4c01aadc",Article,Final,,Scopus,2-s2.0-84976291693
"Schlosser, R., Hebbes, T.","57190444535; 57190438005","Effect of a dedicated oral care program on periodontal status of medically compromised patients at the Toronto Rehabilitation Institute Dental Clinic",2016,"General Dentistry",64,"4",,e5,e9,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84979966768&partnerID=40&md5=ba35c3ac3bc45fa61813250980c33047",Article,Final,,Scopus,2-s2.0-84979966768
"Dane, A., Gurbuz, T.","42461245600; 23492209400","Clinical comparative study of the effects of Helicobacter pylori colonization on oral health in children",2016,"Pakistan Journal of Medical Sciences",32,"4",,,,,1,10.12669/pjms.324.10034,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84978514865&partnerID=40&md5=ddfc315773f857a3b0b3f19a53110c02",Article,Final,Open Access,Scopus,2-s2.0-84978514865
"Salama, F., Abobakr, I., Al-Khodair, N., Al-Wakeel, M.","7005616729; 57189592584; 57189602802; 57189591189","Comparison of Saudi child versus parent-report of child tooth-brushing practices",2016,"Nigerian Journal of Clinical Practice",19,"4",,449,454,,,10.4103/1119-3077.183294,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973293704&partnerID=40&md5=c271f854c632e7ccc06903efb4120b7d",Article,Final,,Scopus,2-s2.0-84973293704
"Al-Darwish, M.S.","53875666200","Oral health knowledge, behaviour and practices among school children in Qatar",2016,"Dental Research Journal",13,"4",,342,353,,4,10.4103/1735-3327.187885,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84983574235&partnerID=40&md5=b88ad0fb9fc8c91070af8c7ed969d876",Article,Final,Open Access,Scopus,2-s2.0-84983574235
"Mali, G.V., Dodamani, A., Karibasappa, G., Vishwakarma, P., Jain, V.","56871034400; 36239776200; 57190172760; 57147379700; 57207074624","Comparative evaluation of Arimedadi oil with 0.2% chlorhexidine gluconate in prevention of plaque and gingivitis: A randomized clinical trial",2016,"Journal of Clinical and Diagnostic Research",10,"7",,ZC31,ZC34,,2,10.7860/JCDR/2016/19120.8132,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84978114218&partnerID=40&md5=8c82734c2573b4a87fb1ca53ea0a70b8",Article,Final,Open Access,Scopus,2-s2.0-84978114218
"Song, L., Hou, J., Van Der Mei, H.C., Veeregowda, D.H., Busscher, H.J., Sjollema, J.","56341040500; 57199740977; 7102850776; 38663582400; 36041882500; 6602765382","Antimicrobials Influence Bond Stiffness and Detachment of Oral Bacteria",2016,"Journal of Dental Research",95,"7",,793,799,,5,10.1177/0022034516634631,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84975477082&partnerID=40&md5=a6563c74a5a2fe65aa4d1467d5822d94",Article,Final,,Scopus,2-s2.0-84975477082
"Detsomboonrat, P., Trairatvorakul, C., Pisarnturakit, P.P.","9735210800; 6507110082; 8960899100","Similar 1-year caries increment after use of fluoride or non-fluoride toothpaste in infants and toddlers",2016,"Fluoride",49,"3",,313,326,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84991254538&partnerID=40&md5=1af10bc0a56ffd0b3453694b86e769cf",Article,Final,,Scopus,2-s2.0-84991254538
"Gomes, C.E.B., Cavalcante, D.G., Filho, J.E.G., Da Costa, F.N., Da Silva Pereira, S.L.","57191836883; 57191844915; 57191838168; 35749801700; 24504320800","Clinical effect of a mouthwash containing Anacardium occidentale Linn. on plaque and gingivitis control: A randomized controlled trial",2016,"Indian Journal of Dental Research",27,"4",,364,369,,1,10.4103/0970-9290.191883,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994106540&partnerID=40&md5=c249c6e3c249f688888cc2bb4dd144d5",Article,Final,Open Access,Scopus,2-s2.0-84994106540
"Shukla, C., Maurya, R.K., Singh, V., Tijare, M.","57190867002; 56814507300; 57199964786; 54791828900","Evaluation of changes in Streptococcus mutans colonies in microflora of the Indian population with fixed orthodontics appliances",2016,"Dental Research Journal",13,"4",,309,314,,6,10.4103/1735-3327.187876,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84983585903&partnerID=40&md5=0b89d66a82ce621a4dbd835eddc09cc2",Article,Final,Open Access,Scopus,2-s2.0-84983585903
"Jovito, V.C., Freires, I.A., Ferreira, D.A.H., Paulo, M.Q., De Castro, R.D.","55793399300; 54917559900; 57191259022; 6601980133; 55146394600","Eugenia uniflora dentifrice for treating gingivitis in children: Antibacterial assay and randomized clinical trial",2016,"Brazilian Dental Journal",27,"4",,387,392,,2,10.1590/0103-6440201600769,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84988345721&partnerID=40&md5=cbca1dcf1db219c6e169c87f98bf94af",Article,Final,Open Access,Scopus,2-s2.0-84988345721
"Tirado Amador, L.R., Ramos Martínez, K., Arrieta Vergara, K.","55873273900; 55229377000; 35769080900","Periodontal disease and related factors in scholars with down syndrome from Cartagena, Colombia | Enfermedad periodontal y factores relacionados en escolares con síndrome de Down en Cartagena, Colombia",2016,"Avances en Odontoestomatologia",32,"4",,205,213,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007410324&partnerID=40&md5=52dd844f0799388d8fd09dac227b87ed",Article,Final,,Scopus,2-s2.0-85007410324
"Slocum, C., Kramer, C., Genco, C.A.","56328163800; 56010955600; 7006305876","Immune dysregulation mediated by the oral microbiome: potential link to chronic inflammation and atherosclerosis",2016,"Journal of Internal Medicine",280,"1",,114,128,,29,10.1111/joim.12476,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84975143308&partnerID=40&md5=ff53ae163b74c615126cc7553401fe57",Review,Final,Open Access,Scopus,2-s2.0-84975143308
"Khemiss, M., Khelifa, M.B., Ben Rejeb, M., Saad, H.B.","35205391700; 57190976332; 57200131693; 57194235379","Periodontal bone height of exclusive narghile smokers compared with exclusive cigarette smokers",2016,"Libyan Journal of Medicine",11,"", 31689,,,,6,10.3402/ljm.v11.31689,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984916607&partnerID=40&md5=03b5c130608bb810cfbc01b3ca1cb393",Article,Final,Open Access,Scopus,2-s2.0-84984916607
"Wilder, R.S., Bray, K.S.","7103285389; 7103164389","Improving periodontal outcomes: Merging clinical and behavioral science",2016,"Periodontology 2000",71,"1",,65,81,,12,10.1111/prd.12125,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962160801&partnerID=40&md5=d8dc0c819a00cd1b5890424e82be3b46",Review,Final,,Scopus,2-s2.0-84962160801
"Dörfer, C.E., Staehle, H.J., Wolff, D.","56881751600; 7006153771; 8594063000","Three-year randomized study of manual and power toothbrush effects on pre-existing gingival recession",2016,"Journal of Clinical Periodontology",43,"6",,512,519,,6,10.1111/jcpe.12518,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84965062749&partnerID=40&md5=7f5fdfeb8f20eddd35a3d2e632df2215",Article,Final,Open Access,Scopus,2-s2.0-84965062749
"Lai, H., Fann, J.C.-Y., Yen, A.M.-F., Chen, L.-S., Lai, M.-H., Chiu, S.Y.-H.","21734679800; 55202072200; 8837186000; 37761063200; 57031181100; 56607758000","Long-term effectiveness of school-based children oral hygiene program on oral health after 10-year follow-up",2016,"Community Dentistry and Oral Epidemiology",44,"3",,209,215,,4,10.1111/cdoe.12207,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84952705841&partnerID=40&md5=a96d9233bf925c8c8622b9beee650e21",Article,Final,,Scopus,2-s2.0-84952705841
"Al-Maliky, S., Hennequin-Hoenderdos, N.L., Slot, D.E., van der Sluijs, E., Keijser, B.J., van der Weijden, G.A.","37860973700; 37004275900; 16176381400; 56174091100; 6505794704; 57197109632","Oral hygiene behaviour of a group of healthy students | Mondhygiënegedrag van een groep gezonde studenten",2016,"Nederlands tijdschrift voor tandheelkunde",123,"6",,295,302,,2,10.5177/ntvt.2016.06.15238,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053510204&partnerID=40&md5=2b07e007ce25a228345806d32c628596",Article,Final,Open Access,Scopus,2-s2.0-85053510204
"Pakpour, A.H., Gholami, M., Gellert, P., Yekaninejad, M.S., Dombrowski, S.U., Webb, T.L.","56181056500; 55558079900; 56541349800; 16403737800; 17345448300; 7202490578","The Effects of Two Planning Interventions on the Oral Health Behavior of Iranian Adolescents: A Cluster Randomized Controlled Trial",2016,"Annals of Behavioral Medicine",50,"3",,409,418,,7,10.1007/s12160-015-9767-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84954528992&partnerID=40&md5=c5b51ed7929bc9b2459519472ef2b2dd",Article,Final,,Scopus,2-s2.0-84954528992
"Souza, A.B., Tormena, M., Matarazzo, F., Araújo, M.G.","56009498000; 56528380900; 24802674100; 7202962517","The influence of peri-implant keratinized mucosa on brushing discomfort and peri-implant tissue health",2016,"Clinical Oral Implants Research",27,"6",,650,655,,29,10.1111/clr.12703,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84952838381&partnerID=40&md5=e608bc02dcebd626c75a85a4f05e1c0a",Article,Final,,Scopus,2-s2.0-84952838381
"Jeusette, I.C., Mateo Román, A., Torre, C., Crusafont, J., Sánchez, N., Sánchez, M.C., Pérez-Salcedo, L., Herrera, D.","6602278560; 57189385597; 18937588700; 13607584000; 57198087694; 55527792000; 36128075600; 7005899557","24-hour evaluation of dental plaque bacteria and halitosis after consumption of a single placebo or dental treat by dogs",2016,"American Journal of Veterinary Research",77,"6",,613,619,,4,10.2460/ajvr.77.6.613,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969959738&partnerID=40&md5=3b0ade033533cd5878679ecbd82a3d72",Article,Final,,Scopus,2-s2.0-84969959738
"Serrano, J., Escribano, M., Roldán, S., Martín, C., Herrera, D., Spivakovsky, S., Keenan, A.","55808496500; 36087365600; 6701342086; 7405844801; 7005899557; 20735908500; 15755663900","The effect of anti-plaque agents on gingivitis",2016,"Evidence-Based Dentistry",17,"2",,48,49,,6,10.1038/sj.ebd.6401169,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976329724&partnerID=40&md5=b5016b0be5c0d4a2321cad1934e4a387",Review,Final,,Scopus,2-s2.0-84976329724
"Pakpour, A.H., Kumar, S., Scheerman, J.F.M., Lin, C.-Y., Fridlund, B., Jansson, H.","56181056500; 57209548092; 56602900500; 37124450500; 7005134748; 55500110400","Oral health-related quality of life in Iranian patients with spinal cord injury: A case-control study",2016,"Injury",47,"6",,1345,1352,,1,10.1016/j.injury.2016.03.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963631541&partnerID=40&md5=a90ccd584f9f8f324d6c7505132f1514",Article,Final,,Scopus,2-s2.0-84963631541
"Takeuchi-Hatanaka, K., Yasuda, T., Naruishi, K., Katsuragi-Fuke, K., Inubushi, J., Ootsuki, H., Maeda, H., Takashiba, S.","23987249800; 56763332400; 6602675116; 56764567400; 56764418800; 56764341600; 55722536400; 7005271110","Effects of new over-the-counter periodontal ointment-containing applicator with single-tuft brush on cytokine levels in gingival crevicular fluid during supportive periodontal therapy phase: A randomized double-blind clinical trial",2016,"Journal of Periodontal Research",51,"3",,321,331,,,10.1111/jre.12311,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84938650739&partnerID=40&md5=1d23c99a3233821c4b699eb9eb139482",Article,Final,,Scopus,2-s2.0-84938650739
"Ferreira, R., Michel, R.C., Greghi, S.L.A., De Resende, M.L.R., Sant'Ana, A.C.P., Damante, C.A., Zangrando, M.S.R.","56927540900; 57190135734; 57190208340; 57190140258; 16639931100; 7801359719; 56556471700","Prevention and periodontal treatment in Down syndrome patients: A systematic review",2016,"PLoS ONE",11,"6", e0158339,,,,6,10.1371/journal.pone.0158339,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84977655217&partnerID=40&md5=bc1ae7f3a3edf555a4c4a8ed380a4649",Review,Final,Open Access,Scopus,2-s2.0-84977655217
"van Velzen, F.J.J., Lang, N.P., Schulten, E.A.J.M., ten Bruggenkate, C.M.","56780395400; 7201577367; 7004335626; 7004697714","Dental floss as a possible risk for the development of peri-implant disease: An observational study of 10 cases",2016,"Clinical Oral Implants Research",27,"5",,618,621,,14,10.1111/clr.12650,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939178133&partnerID=40&md5=0f1bb5fbe0d5a26d8dbc762f0d4056f4",Article,Final,,Scopus,2-s2.0-84939178133
"Prasad, M., Patthi, B., Singla, A., Gupta, R., Jankiram, C., Kumar, J.K., Vashishtha, V., Malhi, R.","57209619654; 56115400000; 55968876300; 56666383300; 56709623400; 56949836600; 56368253200; 56368492600","The clinical effectiveness of post-brushing rinsing in reducing plaque and gingivitis: A systematic review",2016,"Journal of Clinical and Diagnostic Research",10,"5",,ZE01,ZE07,,7,10.7860/JCDR/2016/16960.7708,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964743325&partnerID=40&md5=de96f586dd508dd51c09f1040355a9da",Review,Final,Open Access,Scopus,2-s2.0-84964743325
"Sälzer, S., Graetz, C., Plaumann, A., Heinevetter, N., Grender, J., Klukowska, M., Schneider, C.A., Springer, C., Van Der Weijden, F.A., Dörfer, C.E.","6507623253; 38662401700; 56373151600; 57189006287; 6506117699; 14052090900; 57188990639; 55585124800; 6602878074; 56881751600","Effect of a multidirectional power toothbrush and a manual toothbrush in individuals susceptible to gingival recession: A 12-month randomized controlled clinical study",2016,"Journal of Periodontology",87,"5",,548,556,,2,10.1902/jop.2016.150472,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964689377&partnerID=40&md5=dd4b34c148bfd7a14b79a46abeed860e",Article,Final,,Scopus,2-s2.0-84964689377
"Chrysanthakopoulos, N.A.","36642570300","Prevalence of gingivitis and associated factors in 13-16-year-old adolescents in Greece",2016,"European Journal of General Dentistry",5,"2",,58,64,,7,10.4103/2278-9626.179536,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009170655&partnerID=40&md5=6ec276edb429f628d44ee1f9d21b6ae9",Article,Final,,Scopus,2-s2.0-85009170655
"Marín, M.-J., Figuero, E., González, I., O’Connor, A., Diz, P., Álvarez, M., Herrera, D., Sanz, M.","56375592800; 57192406952; 55436453600; 57189040388; 56237020400; 55419743100; 7005899557; 7201640876","Comparison of the detection of periodontal pathogens in bacteraemia after tooth brushing by culture and molecular techniques",2016,"Medicina Oral, Patologia Oral y Cirugia Bucal",21,"3", 20842,e276,e284,,9,10.4317/medoral.20842,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964838357&partnerID=40&md5=461d0af1e798d2819fbbfc90f8edd4d3",Article,Final,Open Access,Scopus,2-s2.0-84964838357
